sample1	12345678	25d55ad283aa400af464c76d713c07ad
sample2	12345678	25d55ad283aa400af464c76d713c07ad
sample3	12345678	25d55ad283aa400af464c76d713c07ad
sample4	12345678	25d55ad283aa400af464c76d713c07ad
sample5	12345678	25d55ad283aa400af464c76d713c07ad
sample6	12345678	25d55ad283aa400af464c76d713c07ad
sample7	12345678	25d55ad283aa400af464c76d713c07ad
sample8	12345678	25d55ad283aa400af464c76d713c07ad
sample9	12345678	25d55ad283aa400af464c76d713c07ad
sample10	12345678	25d55ad283aa400af464c76d713c07ad
sample11	12345678	25d55ad283aa400af464c76d713c07ad
sample12	12345678	25d55ad283aa400af464c76d713c07ad
sample13	12345678	25d55ad283aa400af464c76d713c07ad
sample14	12345678	25d55ad283aa400af464c76d713c07ad
sample15	12345678	25d55ad283aa400af464c76d713c07ad
sample16	12345678	25d55ad283aa400af464c76d713c07ad
sample17	12345678	25d55ad283aa400af464c76d713c07ad
sample18	12345678	25d55ad283aa400af464c76d713c07ad
sample19	12345678	25d55ad283aa400af464c76d713c07ad
sample20	12345678	25d55ad283aa400af464c76d713c07ad
sample21	12345678	25d55ad283aa400af464c76d713c07ad
sample22	12345678	25d55ad283aa400af464c76d713c07ad
sample23	12345678	25d55ad283aa400af464c76d713c07ad
sample24	12345678	25d55ad283aa400af464c76d713c07ad
sample25	12345678	25d55ad283aa400af464c76d713c07ad
sample26	12345678	25d55ad283aa400af464c76d713c07ad
sample27	12345678	25d55ad283aa400af464c76d713c07ad
sample28	12345678	25d55ad283aa400af464c76d713c07ad
sample29	12345678	25d55ad283aa400af464c76d713c07ad
sample30	12345678	25d55ad283aa400af464c76d713c07ad
sample31	12345678	25d55ad283aa400af464c76d713c07ad
sample32	12345678	25d55ad283aa400af464c76d713c07ad
sample33	12345678	25d55ad283aa400af464c76d713c07ad
sample34	12345678	25d55ad283aa400af464c76d713c07ad
sample35	12345678	25d55ad283aa400af464c76d713c07ad
sample36	12345678	25d55ad283aa400af464c76d713c07ad
sample37	12345678	25d55ad283aa400af464c76d713c07ad
sample38	12345678	25d55ad283aa400af464c76d713c07ad
sample39	12345678	25d55ad283aa400af464c76d713c07ad
sample40	12345678	25d55ad283aa400af464c76d713c07ad
sample41	12345678	25d55ad283aa400af464c76d713c07ad
sample42	12345678	25d55ad283aa400af464c76d713c07ad
sample43	12345678	25d55ad283aa400af464c76d713c07ad
sample44	12345678	25d55ad283aa400af464c76d713c07ad
sample45	12345678	25d55ad283aa400af464c76d713c07ad
sample46	12345678	25d55ad283aa400af464c76d713c07ad
sample47	12345678	25d55ad283aa400af464c76d713c07ad
sample48	12345678	25d55ad283aa400af464c76d713c07ad
sample49	12345678	25d55ad283aa400af464c76d713c07ad
sample50	12345678	25d55ad283aa400af464c76d713c07ad
sample51	12345678	25d55ad283aa400af464c76d713c07ad
sample52	12345678	25d55ad283aa400af464c76d713c07ad
sample53	12345678	25d55ad283aa400af464c76d713c07ad
sample54	12345678	25d55ad283aa400af464c76d713c07ad
sample55	12345678	25d55ad283aa400af464c76d713c07ad
sample56	12345678	25d55ad283aa400af464c76d713c07ad
sample57	12345678	25d55ad283aa400af464c76d713c07ad
sample58	12345678	25d55ad283aa400af464c76d713c07ad
sample59	12345678	25d55ad283aa400af464c76d713c07ad
sample60	12345678	25d55ad283aa400af464c76d713c07ad
sample61	12345678	25d55ad283aa400af464c76d713c07ad
sample62	12345678	25d55ad283aa400af464c76d713c07ad
sample63	12345678	25d55ad283aa400af464c76d713c07ad
sample64	12345678	25d55ad283aa400af464c76d713c07ad
sample65	12345678	25d55ad283aa400af464c76d713c07ad
sample66	12345678	25d55ad283aa400af464c76d713c07ad
sample67	12345678	25d55ad283aa400af464c76d713c07ad
sample68	12345678	25d55ad283aa400af464c76d713c07ad
sample69	12345678	25d55ad283aa400af464c76d713c07ad
sample70	12345678	25d55ad283aa400af464c76d713c07ad
sample71	12345678	25d55ad283aa400af464c76d713c07ad
sample72	12345678	25d55ad283aa400af464c76d713c07ad
sample73	12345678	25d55ad283aa400af464c76d713c07ad
sample74	12345678	25d55ad283aa400af464c76d713c07ad
sample75	12345678	25d55ad283aa400af464c76d713c07ad
sample76	12345678	25d55ad283aa400af464c76d713c07ad
sample77	12345678	25d55ad283aa400af464c76d713c07ad
sample78	12345678	25d55ad283aa400af464c76d713c07ad
sample79	12345678	25d55ad283aa400af464c76d713c07ad
sample80	12345678	25d55ad283aa400af464c76d713c07ad
sample81	12345678	25d55ad283aa400af464c76d713c07ad
sample82	12345678	25d55ad283aa400af464c76d713c07ad
sample83	12345678	25d55ad283aa400af464c76d713c07ad
sample84	12345678	25d55ad283aa400af464c76d713c07ad
sample85	12345678	25d55ad283aa400af464c76d713c07ad
sample86	12345678	25d55ad283aa400af464c76d713c07ad
sample87	12345678	25d55ad283aa400af464c76d713c07ad
sample88	12345678	25d55ad283aa400af464c76d713c07ad
sample89	12345678	25d55ad283aa400af464c76d713c07ad
sample90	12345678	25d55ad283aa400af464c76d713c07ad
sample91	12345678	25d55ad283aa400af464c76d713c07ad
sample92	12345678	25d55ad283aa400af464c76d713c07ad
sample93	12345678	25d55ad283aa400af464c76d713c07ad
sample94	12345678	25d55ad283aa400af464c76d713c07ad
sample95	12345678	25d55ad283aa400af464c76d713c07ad
sample96	12345678	25d55ad283aa400af464c76d713c07ad
sample97	12345678	25d55ad283aa400af464c76d713c07ad
sample98	12345678	25d55ad283aa400af464c76d713c07ad
sample99	12345678	25d55ad283aa400af464c76d713c07ad
sample100	12345678	25d55ad283aa400af464c76d713c07ad
sample101	12345678	25d55ad283aa400af464c76d713c07ad
sample102	12345678	25d55ad283aa400af464c76d713c07ad
sample103	12345678	25d55ad283aa400af464c76d713c07ad
sample104	12345678	25d55ad283aa400af464c76d713c07ad
sample105	12345678	25d55ad283aa400af464c76d713c07ad
sample106	12345678	25d55ad283aa400af464c76d713c07ad
sample107	12345678	25d55ad283aa400af464c76d713c07ad
sample108	12345678	25d55ad283aa400af464c76d713c07ad
sample109	12345678	25d55ad283aa400af464c76d713c07ad
sample110	12345678	25d55ad283aa400af464c76d713c07ad
sample111	12345678	25d55ad283aa400af464c76d713c07ad
sample112	12345678	25d55ad283aa400af464c76d713c07ad
sample113	12345678	25d55ad283aa400af464c76d713c07ad
sample114	12345678	25d55ad283aa400af464c76d713c07ad
sample115	12345678	25d55ad283aa400af464c76d713c07ad
sample116	12345678	25d55ad283aa400af464c76d713c07ad
sample117	12345678	25d55ad283aa400af464c76d713c07ad
sample118	12345678	25d55ad283aa400af464c76d713c07ad
sample119	12345678	25d55ad283aa400af464c76d713c07ad
sample120	12345678	25d55ad283aa400af464c76d713c07ad
sample121	12345678	25d55ad283aa400af464c76d713c07ad
sample122	12345678	25d55ad283aa400af464c76d713c07ad
sample123	12345678	25d55ad283aa400af464c76d713c07ad
sample124	12345678	25d55ad283aa400af464c76d713c07ad
sample125	12345678	25d55ad283aa400af464c76d713c07ad
sample126	12345678	25d55ad283aa400af464c76d713c07ad
sample127	12345678	25d55ad283aa400af464c76d713c07ad
sample128	12345678	25d55ad283aa400af464c76d713c07ad
sample129	12345678	25d55ad283aa400af464c76d713c07ad
sample130	12345678	25d55ad283aa400af464c76d713c07ad
sample131	12345678	25d55ad283aa400af464c76d713c07ad
sample132	12345678	25d55ad283aa400af464c76d713c07ad
sample133	12345678	25d55ad283aa400af464c76d713c07ad
sample134	12345678	25d55ad283aa400af464c76d713c07ad
sample135	12345678	25d55ad283aa400af464c76d713c07ad
sample136	12345678	25d55ad283aa400af464c76d713c07ad
sample137	12345678	25d55ad283aa400af464c76d713c07ad
sample138	12345678	25d55ad283aa400af464c76d713c07ad
sample139	12345678	25d55ad283aa400af464c76d713c07ad
sample140	12345678	25d55ad283aa400af464c76d713c07ad
sample141	12345678	25d55ad283aa400af464c76d713c07ad
sample142	12345678	25d55ad283aa400af464c76d713c07ad
sample143	12345678	25d55ad283aa400af464c76d713c07ad
sample144	12345678	25d55ad283aa400af464c76d713c07ad
sample145	12345678	25d55ad283aa400af464c76d713c07ad
sample146	12345678	25d55ad283aa400af464c76d713c07ad
sample147	12345678	25d55ad283aa400af464c76d713c07ad
sample148	12345678	25d55ad283aa400af464c76d713c07ad
sample149	12345678	25d55ad283aa400af464c76d713c07ad
sample150	12345678	25d55ad283aa400af464c76d713c07ad
sample151	12345678	25d55ad283aa400af464c76d713c07ad
sample152	12345678	25d55ad283aa400af464c76d713c07ad
sample153	12345678	25d55ad283aa400af464c76d713c07ad
sample154	12345678	25d55ad283aa400af464c76d713c07ad
sample155	12345678	25d55ad283aa400af464c76d713c07ad
sample156	12345678	25d55ad283aa400af464c76d713c07ad
sample157	12345678	25d55ad283aa400af464c76d713c07ad
sample158	12345678	25d55ad283aa400af464c76d713c07ad
